,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index,S&P 500 Total Return Index
2014-01-13,103.9613,#N/A N/A,#N/A N/A,#N/A N/A,133.9421,846.1386,#N/A N/A,396.4015,1539.6857,767.3076,69.2503,#N/A N/A,763.1362,88.3656,1074.6554,740.4526,#N/A N/A,106.2164,236.8528
2014-01-14,103.9075,#N/A N/A,#N/A N/A,#N/A N/A,133.9864,845.6959,#N/A N/A,396.1732,1537.2345,767.7829,69.2629,#N/A N/A,762.0577,88.3675,1074.6554,740.6711,#N/A N/A,106.236,236.7758
2014-01-15,103.9647,#N/A N/A,#N/A N/A,#N/A N/A,134.3735,846.7028,#N/A N/A,396.4235,1536.6993,768.3554,69.2755,#N/A N/A,762.795,88.4203,1074.6554,740.3307,#N/A N/A,106.4553,237.156
2014-01-16,103.7718,#N/A N/A,#N/A N/A,#N/A N/A,134.1741,844.7197,#N/A N/A,395.8636,1529.3777,767.6191,69.2882,#N/A N/A,760.8596,88.4557,1074.6554,738.196,#N/A N/A,106.0324,236.5253
2014-01-17,103.786,#N/A N/A,#N/A N/A,#N/A N/A,134.0685,843.2171,#N/A N/A,395.6155,1528.6591,767.4465,69.3008,#N/A N/A,760.2895,88.5478,1074.6554,738.6464,#N/A N/A,106.0344,236.4597
2014-01-18,103.8487,#N/A N/A,#N/A N/A,#N/A N/A,134.143,843.5108,#N/A N/A,395.7461,1529.5649,767.5642,69.3135,#N/A N/A,760.5917,88.5653,1074.6554,739.1742,#N/A N/A,106.1158,236.5959
2014-01-19,103.8751,#N/A N/A,#N/A N/A,#N/A N/A,134.1649,843.6853,#N/A N/A,395.8367,1529.8764,767.6763,69.3261,#N/A N/A,760.8198,88.5818,1074.6554,739.2781,#N/A N/A,106.135,236.6441
2014-01-20,103.8843,#N/A N/A,#N/A N/A,#N/A N/A,134.2157,843.8828,#N/A N/A,395.9388,1534.398,767.9577,69.3387,#N/A N/A,761.024,88.5872,1074.6554,739.7041,#N/A N/A,106.1611,236.7014
2014-01-21,103.8787,#N/A N/A,#N/A N/A,#N/A N/A,134.0617,843.214,#N/A N/A,395.8279,1533.6087,766.9243,69.3514,#N/A N/A,760.6068,89.535,1074.6554,739.4726,#N/A N/A,106.0405,236.515
2014-01-22,103.7802,#N/A N/A,#N/A N/A,#N/A N/A,133.9441,842.3962,#N/A N/A,395.7139,1532.206,766.5842,69.364,#N/A N/A,760.0821,89.4361,1074.6554,739.2293,#N/A N/A,105.8441,236.2519
2014-01-23,103.6894,#N/A N/A,#N/A N/A,#N/A N/A,133.7714,841.9926,#N/A N/A,395.3745,1530.9542,766.0373,69.6361,#N/A N/A,759.5564,89.3921,1074.6554,738.3313,#N/A N/A,105.7231,236.008
2014-01-24,103.6396,#N/A N/A,#N/A N/A,#N/A N/A,133.7189,841.6087,#N/A N/A,395.1785,1531.3547,765.687,69.6488,#N/A N/A,757.5183,89.2917,1074.6554,738.6069,#N/A N/A,105.663,235.9192
2014-01-25,103.6629,#N/A N/A,#N/A N/A,#N/A N/A,133.7404,841.7819,#N/A N/A,395.2788,1531.479,765.7993,69.6615,#N/A N/A,757.8001,89.3092,1074.6554,738.7161,#N/A N/A,105.6811,235.9635
2014-01-26,103.6862,#N/A N/A,#N/A N/A,#N/A N/A,133.7033,841.8249,#N/A N/A,395.3057,1531.6999,765.8725,69.6742,#N/A N/A,758.0201,89.3058,1074.6554,738.7572,#N/A N/A,105.6595,235.9524
2014-01-27,103.8209,#N/A N/A,#N/A N/A,#N/A N/A,133.6298,841.002,#N/A N/A,395.0595,1530.3136,765.6391,69.6869,#N/A N/A,757.8862,89.3034,1074.6554,739.2729,#N/A N/A,105.7685,236.087
2014-01-28,103.7691,#N/A N/A,#N/A N/A,#N/A N/A,133.7671,841.7815,#N/A N/A,395.2498,1532.8915,766.2433,69.6996,#N/A N/A,758.2219,89.2453,1074.6554,738.5741,#N/A N/A,105.7852,236.1714
2014-01-29,103.7732,#N/A N/A,#N/A N/A,#N/A N/A,133.6908,841.8776,#N/A N/A,395.0508,1532.5406,765.6786,69.7122,#N/A N/A,758.1101,89.2521,1074.6554,737.0619,#N/A N/A,105.7893,236.136
2014-01-30,103.9258,#N/A N/A,#N/A N/A,#N/A N/A,134.0225,845.5271,#N/A N/A,395.454,1538.5234,765.9505,69.7249,#N/A N/A,758.5718,89.1927,1074.6554,736.7195,#N/A N/A,105.9383,236.505
2014-01-31,103.96,#N/A N/A,#N/A N/A,#N/A N/A,133.6789,845.5273,#N/A N/A,395.1583,1538.0242,764.7693,69.7376,#N/A N/A,758.125,89.0365,1074.6554,736.3231,#N/A N/A,105.72,236.1998
2014-02-01,104,#N/A N/A,#N/A N/A,#N/A N/A,133.6666,845.4956,#N/A N/A,395.2007,1538.3191,764.8219,69.7503,#N/A N/A,758.4907,89.0399,1074.6554,736.4028,#N/A N/A,105.7265,236.2299
2014-02-02,104.0167,#N/A N/A,#N/A N/A,#N/A N/A,133.6871,845.6557,#N/A N/A,395.3082,1538.6738,764.8313,69.763,#N/A N/A,758.8617,89.0496,1074.6554,736.5605,#N/A N/A,105.7397,236.2665
2014-02-03,103.9521,#N/A N/A,#N/A N/A,#N/A N/A,133.4343,844.2431,#N/A N/A,395.0265,1536.7969,764.3289,69.7757,#N/A N/A,758.5536,88.8972,1074.6554,734.8103,#N/A N/A,105.6096,235.9781
2014-02-04,104.005,#N/A N/A,#N/A N/A,#N/A N/A,133.4777,844.6847,#N/A N/A,395.0637,1536.7582,764.5899,69.7884,#N/A N/A,759.234,88.8255,1074.6554,734.0258,#N/A N/A,105.6219,236.0076
2014-02-05,103.8639,#N/A N/A,#N/A N/A,#N/A N/A,133.3633,844.6445,#N/A N/A,394.9658,1536.4211,764.7731,69.801,#N/A N/A,759.5302,88.7875,1074.6554,732.5453,#N/A N/A,105.4404,235.7402
2014-02-06,103.8046,#N/A N/A,#N/A N/A,#N/A N/A,133.3004,844.0772,#N/A N/A,394.7929,1535.0772,765.0499,69.8137,#N/A N/A,760.5961,88.7265,1074.6554,775.7561,#N/A N/A,105.4051,235.5998
2014-02-07,103.8317,#N/A N/A,#N/A N/A,#N/A N/A,133.339,843.9302,#N/A N/A,394.8053,1533.6635,766.1501,69.8264,#N/A N/A,759.9103,88.7349,1074.6554,775.8371,#N/A N/A,105.4031,235.6008
2014-02-08,103.8583,#N/A N/A,#N/A N/A,#N/A N/A,133.3612,844.0998,#N/A N/A,394.898,1533.9939,766.2632,69.8391,#N/A N/A,760.1638,88.751,1074.6554,775.9452,#N/A N/A,105.4224,235.6495
2014-02-09,103.9264,#N/A N/A,#N/A N/A,#N/A N/A,133.4365,844.4443,#N/A N/A,395.0223,1534.4005,766.3843,69.8518,#N/A N/A,760.4276,88.7798,1074.6554,776.4188,#N/A N/A,105.5076,235.792
2014-02-10,103.9349,#N/A N/A,#N/A N/A,#N/A N/A,133.4527,844.0089,#N/A N/A,395.0242,1532.0744,766.4828,69.8645,#N/A N/A,760.6492,88.7927,1074.6554,776.3138,#N/A N/A,105.4773,235.7879
2014-02-11,103.9256,#N/A N/A,#N/A N/A,#N/A N/A,133.422,843.9661,#N/A N/A,395.0352,1532.1935,766.3228,69.8772,#N/A N/A,760.2846,88.7672,1074.6554,776.2551,#N/A N/A,105.4565,235.7664
2014-02-12,103.9466,#N/A N/A,#N/A N/A,#N/A N/A,133.3669,843.9641,#N/A N/A,394.9566,1531.0595,766.1368,69.8899,#N/A N/A,760.483,88.7536,1074.6554,776.8334,#N/A N/A,105.4198,235.7262
2014-02-13,103.9209,#N/A N/A,#N/A N/A,#N/A N/A,133.31,843.726,#N/A N/A,394.7835,1529.8263,766.0048,69.9025,#N/A N/A,760.1298,88.7406,1074.6554,777.0993,#N/A N/A,105.3931,235.6222
2014-02-14,103.8957,#N/A N/A,#N/A N/A,#N/A N/A,133.1507,843.098,#N/A N/A,394.7218,1529.9478,765.7201,69.9152,#N/A N/A,760.6478,88.6908,1074.6554,776.7814,#N/A N/A,105.3036,235.5146
2014-02-15,103.9207,#N/A N/A,#N/A N/A,#N/A N/A,133.1722,843.2555,#N/A N/A,394.7925,1530.1553,765.8339,69.9279,#N/A N/A,760.8415,88.7018,1074.6554,776.8715,#N/A N/A,105.3232,235.5607
2014-02-16,103.9469,#N/A N/A,#N/A N/A,#N/A N/A,133.1941,843.4255,#N/A N/A,394.8809,1530.4633,765.9458,69.9406,#N/A N/A,761.0977,88.7194,1074.6554,776.9718,#N/A N/A,105.3428,235.6086
2014-02-17,103.9707,#N/A N/A,#N/A N/A,#N/A N/A,133.2162,843.6017,#N/A N/A,394.9662,1530.5599,766.0659,69.9533,#N/A N/A,761.4419,88.7348,1074.6554,777.0574,#N/A N/A,105.3582,235.6541
2014-02-18,103.9791,#N/A N/A,#N/A N/A,#N/A N/A,133.2058,843.4661,#N/A N/A,395.0156,1531.1142,765.963,69.966,#N/A N/A,761.2806,88.6551,1074.6554,777.1962,#N/A N/A,105.3147,235.6161
2014-02-19,104.137,#N/A N/A,#N/A N/A,#N/A N/A,132.9199,842.9351,#N/A N/A,395.0819,1531.1592,765.2956,69.9787,#N/A N/A,766.4103,88.629,1074.6554,776.9638,#N/A N/A,105.2032,235.5802
2014-02-20,104.1789,#N/A N/A,#N/A N/A,#N/A N/A,132.7448,841.3728,#N/A N/A,395.0241,1531.5441,765.0356,69.9914,#N/A N/A,767.4017,88.6018,1074.6554,777.3676,#N/A N/A,105.12,235.4699
2014-02-21,104.1461,#N/A N/A,#N/A N/A,#N/A N/A,132.8171,841.6587,#N/A N/A,395.0871,1532.4394,764.538,70.004,#N/A N/A,766.6681,88.552,1074.6554,777.5623,#N/A N/A,105.1297,235.4728
2014-02-22,104.1728,#N/A N/A,#N/A N/A,#N/A N/A,132.8509,841.8742,#N/A N/A,395.1866,1532.8491,764.7337,70.0167,#N/A N/A,766.9764,88.5718,1074.6554,777.821,#N/A N/A,105.155,235.5323
2014-02-23,104.1994,#N/A N/A,#N/A N/A,#N/A N/A,132.875,842.0694,#N/A N/A,395.3018,1533.1671,764.8124,70.0294,#N/A N/A,767.2429,88.5868,1074.6554,777.9196,#N/A N/A,105.1759,235.5827
2014-02-24,104.2432,#N/A N/A,#N/A N/A,#N/A N/A,132.5172,841.4394,#N/A N/A,395.3057,1532.9764,760.3339,70.0421,#N/A N/A,767.7708,88.5138,1074.6554,777.6519,#N/A N/A,104.9711,235.3094
2014-02-25,104.0476,#N/A N/A,#N/A N/A,#N/A N/A,131.7917,841.0506,#N/A N/A,395.8879,1537.2133,759.6819,70.0548,#N/A N/A,771.1803,89.1019,1061.7828,776.7094,#N/A N/A,104.2372,234.5194
2014-02-26,104.0584,#N/A N/A,#N/A N/A,#N/A N/A,131.868,840.9687,#N/A N/A,395.7481,1535.6717,760.0714,70.0675,#N/A N/A,772.7212,89.0855,1060.6907,776.4758,#N/A N/A,104.3365,234.6352
2014-02-27,104.065,#N/A N/A,#N/A N/A,#N/A N/A,131.9279,841.1868,#N/A N/A,395.785,1537.8677,760.4664,70.0802,#N/A N/A,772.7514,89.043,1063.0115,776.3683,#N/A N/A,104.3636,234.6554
2014-02-28,104.0877,#N/A N/A,#N/A N/A,#N/A N/A,131.9721,841.3264,#N/A N/A,395.8398,1538.1276,760.5111,70.0929,#N/A N/A,773.8566,89.0534,1063.5444,776.2415,#N/A N/A,104.4156,234.7267
2014-03-01,104.1147,#N/A N/A,#N/A N/A,#N/A N/A,131.9916,841.4953,#N/A N/A,395.9255,1538.4385,760.6279,70.1055,#N/A N/A,774.1359,89.0719,1063.7453,776.3422,#N/A N/A,104.4333,234.7732
2014-03-02,104.1396,#N/A N/A,#N/A N/A,#N/A N/A,132.0333,841.705,#N/A N/A,396.0254,1538.4929,760.7211,70.1182,#N/A N/A,774.4062,89.0586,1063.9518,776.3794,#N/A N/A,104.4659,234.8385
2014-03-03,104.146,#N/A N/A,#N/A N/A,#N/A N/A,131.925,841.2539,#N/A N/A,396.0016,1540.9986,760.2534,70.1309,#N/A N/A,774.0103,89.321,1063.7892,775.9085,#N/A N/A,104.4109,234.7583
2014-03-04,104.1746,#N/A N/A,#N/A N/A,#N/A N/A,132.0516,841.7906,#N/A N/A,396.1539,1541.4597,760.6149,70.1436,#N/A N/A,774.5008,89.3229,1065.3936,775.7394,#N/A N/A,104.4634,234.8653
2014-03-05,104.1902,#N/A N/A,#N/A N/A,#N/A N/A,132.2969,842.8094,#N/A N/A,396.4102,1541.843,761.4599,70.1563,#N/A N/A,774.9332,89.3241,1067.3656,776.3344,#N/A N/A,104.5525,235.0563
2014-03-06,104.2113,#N/A N/A,#N/A N/A,#N/A N/A,132.2148,842.2806,#N/A N/A,396.4522,1542.2365,762.388,70.169,#N/A N/A,775.6174,89.2092,1068.7273,776.9843,#N/A N/A,104.5002,234.9873
2014-03-07,104.2838,#N/A N/A,#N/A N/A,#N/A N/A,132.3095,843.8232,#N/A N/A,396.8866,1545.4398,762.805,70.1817,#N/A N/A,777.1241,89.1932,1070.6834,777.2036,#N/A N/A,104.5127,235.1653
2014-03-08,104.3111,#N/A N/A,#N/A N/A,#N/A N/A,132.3303,843.9795,#N/A N/A,396.9818,1545.7512,762.8994,70.1944,#N/A N/A,777.4047,89.2113,1070.9277,777.3055,#N/A N/A,104.5302,235.2125
2014-03-09,104.3393,#N/A N/A,#N/A N/A,#N/A N/A,132.3543,844.1572,#N/A N/A,397.0995,1546.054,763.015,70.207,#N/A N/A,777.6884,89.229,1071.3902,777.443,#N/A N/A,104.5481,235.2628
2014-03-10,104.3662,#N/A N/A,#N/A N/A,#N/A N/A,132.4336,844.012,#N/A N/A,397.1387,1546.5522,763.3905,70.2197,#N/A N/A,778.4265,89.2059,1072.6093,777.2493,#N/A N/A,104.5736,235.3517
2014-03-11,104.3852,#N/A N/A,#N/A N/A,#N/A N/A,132.381,843.9935,#N/A N/A,397.1103,1546.3724,763.2269,70.2324,#N/A N/A,778.6435,89.2226,1072.3446,777.143,#N/A N/A,104.5346,235.3099
2014-03-12,104.4004,#N/A N/A,#N/A N/A,#N/A N/A,132.3669,843.7703,#N/A N/A,396.9357,1546.992,761.3844,70.2451,#N/A N/A,778.7288,89.2678,1068.598,777.0746,#N/A N/A,104.618,235.3667
2014-03-13,104.409,#N/A N/A,#N/A N/A,#N/A N/A,132.3282,843.8151,#N/A N/A,396.906,1548.0317,761.0709,70.2578,#N/A N/A,779.2169,89.283,1068.145,776.2548,#N/A N/A,104.6307,235.3892
2014-03-14,104.4624,#N/A N/A,#N/A N/A,#N/A N/A,132.1938,843.3829,#N/A N/A,396.9389,1549.1465,760.9024,70.2705,#N/A N/A,779.6278,89.2985,1067.1594,776.6629,#N/A N/A,104.5975,235.3634
2014-03-15,104.4896,#N/A N/A,#N/A N/A,#N/A N/A,132.2164,843.5599,#N/A N/A,397.0318,1549.4575,761.0178,70.2832,#N/A N/A,779.9049,89.3167,1067.3916,776.7633,#N/A N/A,104.6172,235.413
2014-03-16,104.5184,#N/A N/A,#N/A N/A,#N/A N/A,132.2406,843.7498,#N/A N/A,397.1305,1549.7976,761.1517,70.2959,#N/A N/A,780.1826,89.331,1067.6236,776.9375,#N/A N/A,104.6384,235.4659
2014-03-17,104.5804,#N/A N/A,#N/A N/A,#N/A N/A,132.3436,844.1832,#N/A N/A,397.32,1550.0609,761.4409,70.3085,#N/A N/A,780.9749,89.3275,1067.59,778.728,#N/A N/A,104.6832,235.6036
2014-03-18,104.5651,#N/A N/A,#N/A N/A,#N/A N/A,132.2354,843.9301,#N/A N/A,397.3469,1549.5248,761.3071,70.3212,#N/A N/A,781.0594,89.4231,1062.1104,778.3126,#N/A N/A,104.682,235.6227
2014-03-19,104.6263,#N/A N/A,#N/A N/A,#N/A N/A,132.3925,844.515,#N/A N/A,397.7103,1552.9464,762.036,70.3339,#N/A N/A,782.2114,89.4076,1059.4925,779.3008,#N/A N/A,104.9734,236.104
2014-03-20,104.6589,#N/A N/A,#N/A N/A,#N/A N/A,132.6152,844.8183,#N/A N/A,397.7006,1553.2836,762.5055,70.3466,#N/A N/A,783.1578,89.4334,1058.1259,778.9255,#N/A N/A,105.1213,236.3221
2014-03-21,104.8278,#N/A N/A,#N/A N/A,#N/A N/A,132.5845,845.6167,#N/A N/A,418.9011,1554.1513,763.1107,64.0619,#N/A N/A,784.0024,89.4644,1057.4589,779.6992,#N/A N/A,105.2411,236.5384
2014-03-22,104.852,#N/A N/A,#N/A N/A,#N/A N/A,132.6037,845.7951,#N/A N/A,418.9956,1554.4668,763.2256,64.0735,#N/A N/A,784.281,89.4827,1057.6078,779.7742,#N/A N/A,105.2562,236.5818
2014-03-23,104.8798,#N/A N/A,#N/A N/A,#N/A N/A,132.6256,845.9628,#N/A N/A,419.0959,1554.6708,763.3327,64.085,#N/A N/A,784.5689,89.5011,1057.9088,779.8566,#N/A N/A,105.2766,236.6314
2014-03-24,105.0989,#N/A N/A,#N/A N/A,#N/A N/A,133.5656,845.7764,#N/A N/A,403.3262,1555.8243,763.6402,62.3394,#N/A N/A,780.03,89.5195,1055.5073,779.4599,#N/A N/A,105.1744,237.7194
2014-03-25,105.1255,#N/A N/A,#N/A N/A,#N/A N/A,133.4438,845.8567,#N/A N/A,403.4032,1556.3308,763.4378,62.3216,#N/A N/A,780.4996,89.528,1055.4116,779.7911,#N/A N/A,105.1137,237.6708
2014-03-26,105.1792,#N/A N/A,#N/A N/A,#N/A N/A,133.2338,845.2036,#N/A N/A,403.3475,1555.4789,762.9588,62.3749,#N/A N/A,781.4116,89.5728,1055.2754,779.7798,#N/A N/A,105.0672,237.5949
2014-03-27,105.2365,#N/A N/A,#N/A N/A,#N/A N/A,133.2303,845.3379,#N/A N/A,403.1782,1554.7289,762.4801,62.3508,#N/A N/A,781.0565,89.6045,1053.1835,780.819,#N/A N/A,105.148,237.6906
2014-03-28,105.2537,#N/A N/A,#N/A N/A,#N/A N/A,133.1851,845.3379,#N/A N/A,403.2483,1554.3278,762.7576,62.4051,#N/A N/A,781.6224,89.6245,1053.1237,781.3955,#N/A N/A,105.141,237.6966
2014-03-29,105.2819,#N/A N/A,#N/A N/A,#N/A N/A,133.2081,845.5201,#N/A N/A,403.3423,1554.6379,762.8744,62.425,#N/A N/A,781.907,89.6431,1053.347,781.4982,#N/A N/A,105.1621,237.7483
2014-03-30,105.3537,#N/A N/A,#N/A N/A,#N/A N/A,133.2311,845.7009,#N/A N/A,403.4421,1554.9521,762.9894,62.445,#N/A N/A,782.2726,89.6617,1053.5729,781.6009,#N/A N/A,105.216,237.8454
2014-03-31,105.3784,#N/A N/A,#N/A N/A,#N/A N/A,133.2722,845.8423,#N/A N/A,403.5934,1555.6907,763.1055,62.3417,#N/A N/A,782.3422,89.6755,1051.3183,781.9567,#N/A N/A,105.2691,237.9884
2014-04-01,105.338,#N/A N/A,#N/A N/A,#N/A N/A,133.3102,845.3137,#N/A N/A,403.3862,1553.7201,763.1493,62.185,#N/A N/A,781.2339,89.6099,1050.8614,782.2294,#N/A N/A,105.2378,237.9308
2014-04-02,105.4183,#N/A N/A,#N/A N/A,#N/A N/A,133.1101,844.3291,#N/A N/A,401.4546,1554.1335,763.2661,62.1554,#N/A N/A,781.4824,89.6414,1050.5982,782.5452,#N/A N/A,105.275,237.8269
2014-04-03,106.8152,#N/A N/A,#N/A N/A,#N/A N/A,133.1828,844.8881,#N/A N/A,401.7371,1554.3903,763.4598,62.2469,#N/A N/A,816.5215,89.678,1052.8901,782.8321,#N/A N/A,106.375,239.4078
2014-04-04,106.7686,#N/A N/A,#N/A N/A,#N/A N/A,133.0769,844.5495,#N/A N/A,401.859,1555.6271,763.4153,62.1378,#N/A N/A,783.2644,89.7274,1052.6459,782.7742,#N/A N/A,106.3144,239.3696
2014-04-05,106.7962,#N/A N/A,#N/A N/A,#N/A N/A,133.1011,844.7326,#N/A N/A,401.9581,1555.9324,763.5306,62.1575,#N/A N/A,783.5463,89.7461,1052.9378,782.8788,#N/A N/A,106.3342,239.4218
2014-04-06,106.8247,#N/A N/A,#N/A N/A,#N/A N/A,133.1206,844.8252,#N/A N/A,402.0557,1555.9862,763.6458,62.1776,#N/A N/A,783.8306,89.7648,1053.1355,782.9059,#N/A N/A,106.3549,239.4704
2014-04-07,106.8242,#N/A N/A,#N/A N/A,#N/A N/A,132.9131,844.2769,#N/A N/A,402.096,1555.8643,763.1571,62.1407,#N/A N/A,784.1036,89.7526,1053.0673,783.3037,#N/A N/A,106.2441,239.3254
2014-04-08,106.8046,#N/A N/A,#N/A N/A,#N/A N/A,132.8022,843.4276,#N/A N/A,401.6126,1549.0037,763.1464,62.2535,#N/A N/A,784.4904,89.1478,1053.9356,783.5533,#N/A N/A,106.2206,239.0827
2014-04-09,106.8725,#N/A N/A,#N/A N/A,#N/A N/A,132.9002,844.7551,#N/A N/A,401.4704,1547.6953,764.1508,62.1742,#N/A N/A,784.0899,89.2194,1058.3986,782.4328,#N/A N/A,106.3015,239.1383
2014-04-10,106.9204,#N/A N/A,#N/A N/A,#N/A N/A,132.6131,844.1634,#N/A N/A,401.4237,1547.9875,763.6948,62.2284,#N/A N/A,784.3455,89.1553,1057.2667,782.4999,#N/A N/A,106.209,239.0411
2014-04-11,106.7539,#N/A N/A,#N/A N/A,#N/A N/A,132.2778,842.9245,#N/A N/A,401.1694,1548.0192,764.0445,62.1326,#N/A N/A,783.4694,89.1541,1056.1262,781.0339,#N/A N/A,105.9173,238.5928
2014-04-12,106.7816,#N/A N/A,#N/A N/A,#N/A N/A,132.3003,843.1024,#N/A N/A,401.2634,1548.3371,764.1511,62.153,#N/A N/A,783.7286,89.1659,1056.3514,781.1386,#N/A N/A,105.938,238.6433
2014-04-13,106.8116,#N/A N/A,#N/A N/A,#N/A N/A,132.3116,843.0908,#N/A N/A,401.3491,1548.3429,764.2642,62.1664,#N/A N/A,784.0458,89.1839,1056.3842,781.3749,#N/A N/A,105.951,238.6857
2014-04-14,106.8133,#N/A N/A,#N/A N/A,#N/A N/A,131.7765,842.046,#N/A N/A,401.1825,1547.4011,764.0046,62.1131,#N/A N/A,783.5855,89.1481,1055.3834,780.7006,#N/A N/A,105.5844,238.1899
2014-04-15,106.9317,#N/A N/A,#N/A N/A,#N/A N/A,131.9993,843.5201,#N/A N/A,401.4703,1546.5713,765.4865,62.1882,#N/A N/A,788.132,89.2095,1057.2075,781.107,#N/A N/A,105.7111,238.3818
2014-04-16,106.9778,#N/A N/A,#N/A N/A,#N/A N/A,132.0161,843.5489,#N/A N/A,401.5342,1547.4842,765.5204,62.1946,#N/A N/A,787.3533,89.2917,1057.5707,780.6498,#N/A N/A,105.6976,238.3925
2014-04-17,107.0707,#N/A N/A,#N/A N/A,#N/A N/A,131.9669,844.6096,#N/A N/A,401.9031,1553.2129,765.2143,62.2149,#N/A N/A,789.8753,89.2836,1062.5533,783.1831,#N/A N/A,105.7021,238.4738
2014-04-18,107.1225,#N/A N/A,#N/A N/A,#N/A N/A,131.9988,844.8611,#N/A N/A,402.0598,1553.2939,765.2631,62.2352,#N/A N/A,790.3782,89.3033,1063.2248,783.7317,#N/A N/A,105.7408,238.559
2014-04-19,107.1508,#N/A N/A,#N/A N/A,#N/A N/A,132.0204,845.039,#N/A N/A,402.1541,1553.6066,765.3668,62.2556,#N/A N/A,790.6541,89.3216,1063.4526,783.8383,#N/A N/A,105.7614,238.6098
2014-04-20,107.1204,#N/A N/A,#N/A N/A,#N/A N/A,132.0433,845.2334,#N/A N/A,402.1435,1553.8846,765.4703,62.2759,#N/A N/A,787.6079,89.3535,1063.7453,783.8993,#N/A N/A,105.7819,238.6285
2014-04-21,107.2177,#N/A N/A,#N/A N/A,#N/A N/A,132.0259,845.1308,#N/A N/A,401.9085,1643.1411,765.3718,62.2962,#N/A N/A,787.6841,90.0519,1069.1955,784.0517,#N/A N/A,105.5895,238.3365
2014-04-22,107.3625,#N/A N/A,#N/A N/A,#N/A N/A,132.1722,845.3861,#N/A N/A,401.9486,1641.905,766.3797,62.3166,#N/A N/A,788.8032,90.0933,1069.4249,784.2497,#N/A N/A,105.6916,238.47
2014-04-23,107.5026,#N/A N/A,#N/A N/A,#N/A N/A,131.9232,844.9232,#N/A N/A,402.155,1641.6999,766.5872,62.3369,#N/A N/A,787.6637,90.127,1069.6543,783.8452,#N/A N/A,105.687,238.4717
2014-04-24,107.5733,#N/A N/A,#N/A N/A,#N/A N/A,131.981,845.2228,#N/A N/A,402.382,1645.4535,767.5739,62.3572,#N/A N/A,784.7064,90.2124,1069.8838,785.4194,#N/A N/A,105.7955,238.5931
2014-04-25,107.6206,#N/A N/A,#N/A N/A,#N/A N/A,131.9782,845.4592,#N/A N/A,402.4826,1646.692,766.658,62.3776,#N/A N/A,785.6454,90.1959,1070.1132,786.138,#N/A N/A,105.8824,238.7371
2014-04-26,107.6349,#N/A N/A,#N/A N/A,#N/A N/A,132.0087,845.3463,#N/A N/A,402.513,1646.9438,766.7785,62.3979,#N/A N/A,783.5563,90.231,1070.3426,786.4549,#N/A N/A,105.9037,238.7816
2014-04-27,107.6594,#N/A N/A,#N/A N/A,#N/A N/A,132.0521,845.6108,#N/A N/A,402.6756,1647.1173,767.3333,62.4182,#N/A N/A,783.8145,90.2502,1070.5721,787.186,#N/A N/A,105.9188,238.849
2014-04-28,107.6493,#N/A N/A,#N/A N/A,#N/A N/A,131.7337,844.9139,#N/A N/A,402.5822,1646.4825,767.1157,62.4386,#N/A N/A,785.2489,90.2638,1070.8015,786.6493,#N/A N/A,105.6972,238.5789
2014-04-29,107.6778,#N/A N/A,#N/A N/A,#N/A N/A,131.9972,845.8535,#N/A N/A,402.8783,1646.8746,767.8116,62.4589,#N/A N/A,784.3911,90.3038,1071.0309,786.9334,#N/A N/A,105.8395,238.7966
2014-04-30,107.8533,#N/A N/A,#N/A N/A,#N/A N/A,132.0313,846.1252,#N/A N/A,402.9928,1645.7156,767.0204,62.4792,#N/A N/A,788.7269,90.2612,1071.2604,787.8676,#N/A N/A,105.8826,238.9948
2014-05-01,107.7257,#N/A N/A,#N/A N/A,#N/A N/A,132.279,846.2393,#N/A N/A,402.8259,1646.4279,768.4703,62.4996,#N/A N/A,778.8546,90.3025,1071.4898,788.4479,#N/A N/A,105.9084,238.994
2014-05-02,107.7715,#N/A N/A,#N/A N/A,#N/A N/A,132.2424,845.8886,#N/A N/A,403.0752,1646.8408,770.2593,62.5199,#N/A N/A,779.2578,90.2066,1071.7192,791.1804,#N/A N/A,105.8715,238.997
2014-05-03,107.7749,#N/A N/A,#N/A N/A,#N/A N/A,132.2701,846.1247,#N/A N/A,403.1722,1647.04,770.3014,62.5402,#N/A N/A,779.5153,90.2129,1071.9487,791.186,#N/A N/A,105.9503,239.1297
2014-05-04,107.8076,#N/A N/A,#N/A N/A,#N/A N/A,132.2558,846.0907,#N/A N/A,403.2256,1647.2289,770.2806,62.5606,#N/A N/A,779.6198,90.2124,1072.1781,791.0701,#N/A N/A,105.9526,239.1506
